Item_ID	Sentence	Context	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head	maunalHedge
75196:18	she woke up about three or four o'clock in the morning, water dripping from hers.	###yeah . E_S ###SpeakerB134*t134 . ###I had water coming in everything that -N406FFC was in the ceiling , everywhere . E_S ###And I mean it filled up my light fixtures , because they 're the old kind . E_S ###SpeakerA135*t135 . ###Uh-huh . E_S ###SpeakerB136*t136 . ###And I would go in , E_S ###and I 'd turn on a light in the room , you know E_S ###and the light would come on E_S ###and the whole thing would be full of water . E_S ###And I mean the light would still come on . E_S ###It did n't blow up or anything . E_S ###SpeakerA137*t137 . ###\[ My neighbor , \+ or a friend \] of mine when I lived in Louisiana -N407488 , her , E_S ###we all lived on base , E_S ###my husband was in the Army . E_S ###SpeakerB138*t138 . ###Uh-huh . E_S ###SpeakerA139*t139 . 	yes	yes	no	no	no	yes	no	no	yes	S	no
75373:37	and now everybody, uh, has v c r --s and two or three v c r --s and that kind of thing.	###SpeakerA23*t23 . ###Well , very possibly . E_S ###Uh , I 'm not sure -NONE- in the last ten years it 's been very different from before . E_S ###Uh , certainly in the last thirty I would say -NONE- -N40137D there have been significant changes . \[ Even , \+ even \] the change from black and white to color television . E_S ###SpeakerB24*t24 . ###Yeah . E_S ###SpeakerA25*t25 . ###Thirty years ago I guess -NONE- -N401516 there were color T V -s , E_S ###but I sure did n't have access to one . E_S ###SpeakerB26*t26 . ###Oh . E_S ###SpeakerA27*t27 . ###\[ And , \+ uh , but , \] twenty years ago , practically everybody had a color T V , E_S ###and now I think -NONE- they 're \[ as , \+ almost as \] many , well , E_S ###there are more T V -s than households , E_S ###so it 's close to getting , uh , one T V per person they say -NONE- -N4018AB . E_S ###SpeakerB28*t28 . ###Yeah E_S ###SpeakerA29*t28 . ###SpeakerB30*t30 . 	yes	yes	no	no	no	yes	no	no	yes	S	no
75445:52	these days they have these tiny little things that --n40304b are only about the size of two or three pencils	###SpeakerA47*t47 . ###Yes . E_S ###That 's certainly , a difference . E_S ###SpeakerB48*t47 . ###SpeakerA51*t51 . ###Yeah , E_S ###that 's another one , E_S ###yeah , E_S ###car phones -N402AC0 is a good point , and , uh , cellular phones of all types and beepers . E_S ###Uh , ten years ago I was working in a job at a medical center E_S ###SpeakerB52*t52 . ###Yeah . E_S ###SpeakerA53*t53 . ###and I had -N402C7E to carry a beeper around E_S ###and they were kind of bulky E_S ###and all -NONE- they did -N402D52 was -NONE- just , uh , make a beep noise E_S ###and then you had -N402E27 to go -N402E36 find a telephone and call in -N402E55 to find out what they wanted you for -N402E7C and who you were supposed -N402E97 to call -N402EA6 . E_S ###SpeakerB54*t54 . ###Uh-huh . E_S ###SpeakerA55*t55 . 	yes	yes	no	no	no	yes	no	no	yes	S	no
75447:58	and they have a little display screen that --n403191 shows you a message and either tells you a person or a, a phone number to respond to --n4031ec	###That 's certainly , a difference . E_S ###SpeakerB48*t47 . ###SpeakerA51*t51 . ###Yeah , E_S ###that 's another one , E_S ###yeah , E_S ###car phones -N402AC0 is a good point , and , uh , cellular phones of all types and beepers . E_S ###Uh , ten years ago I was working in a job at a medical center E_S ###SpeakerB52*t52 . ###Yeah . E_S ###SpeakerA53*t53 . ###and I had -N402C7E to carry a beeper around E_S ###and they were kind of bulky E_S ###and all -NONE- they did -N402D52 was -NONE- just , uh , make a beep noise E_S ###and then you had -N402E27 to go -N402E36 find a telephone and call in -N402E55 to find out what they wanted you for -N402E7C and who you were supposed -N402E97 to call -N402EA6 . E_S ###SpeakerB54*t54 . ###Uh-huh . E_S ###SpeakerA55*t55 . ###These days they have these tiny little things that -N40304B are only about the size of two or three pencils E_S ###and they fit in your shirt pocket E_S 	yes	yes	no	no	no	no	yes	no	yes	S	no
75697:37	and since that time everybody's got some sort of burglar system or, you know, uh, burglar alarms uh, and including the out, uh, the outer perimeter type, uh, devices, sensors and things like that.	###but it does n't really feel like you 're in the country . E_S ###SpeakerB18*t18 . ###Um . E_S ###SpeakerA19*t19 . ###Our major crimes in our immediate town , uh , is probably \[ robberies , \+ house robberies \] E_S ###and very few instances of , you know , alcohol , drugs , uh , reported . E_S ###SpeakerB20*t20 . ###Uh-huh . E_S ###SpeakerA21*t21 . ###However , I 'm sure -NONE- they 're there . E_S ###SpeakerB22*t22 . ###Uh-huh . E_S ###SpeakerA23*t23 . ###But , uh , right now our neighborhood is running about , uh , eighty percent of the homeowners have been robbed -N4017C2 , sometime during \[ their , \+ their , \] uh , existence in that neighborhood . E_S ###SpeakerB24*t24 . ###Wow . E_S ###SpeakerA25*t24 . ###SpeakerB26*t26 . ###That 's huge . E_S ###SpeakerA27*t27 . 	yes	yes	no	no	no	no	no	no	yes	S	no
75880:7	you or the insurance companies never see any of that money.	###SpeakerB100*t100 . ###and , E_S ###SpeakerA101*t101 . ###Well , the insurance companies and all that \[ tried -NONE- to , \+ tried -N4051F0 to \] go after him E_S ###and they said , well , you know , \[ he , \+ they 're , \] \+ he \] has no job , E_S ###he has nothing , E_S ###there 's nothing that he has -N40544F \[ that , \+ that \] you could go after -N405472 . E_S ###SpeakerB102*t102 . ###Yeah . E_S ###-NONE- Makes you wish that \[ had , \+ uh , still had \] indentured servitude , for this sort of thing . E_S ###SpeakerA103*t103 . ###Yeah . E_S ###Uh , very seld- , E_S ###SpeakerB104*t104 . ###But they give the guy a job in prison and make him pay his damn debt . E_S ###SpeakerA105*t105 . ###Yeah . E_S ###They do n't do that here . E_S ###Course they pay them , E_S ###but \[ they do n't , \+ you do n't , \] E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
76421:21	i think in this area or most all areas they use, you know, for ticks and fleas.	###And then she wo n't have -N407231 to worry about it . E_S ###SpeakerA171*t171 . ###and , E_S ###SpeakerB172*t172 . ###What are these things -N4072E6 . E_S ###SpeakerA173*t173 . ###yeah , E_S ###is it diazinon E_S ###or what is it -N40737E that -N407389 will , uh , E_S ###SpeakerB174*t174 . ###Right . E_S ###SpeakerA175*t175 . ###Dursban or something like that . E_S ###SpeakerB176*t176 . ###Yeah , E_S ###\[ what it , \+ what it \] is -N4074B9 \[ that -N4074C4 'll , \+ that -N4074D7 'll , \] take care of them . E_S ###SpeakerA177*t177 . ###Dursban , E_S ###SpeakerB178*t177 . ###SpeakerA179*t179 . 	yes	yes	no	no	no	no	no	no	yes	S	no
76507:42	i'm not sure if it's more a problem with american families or a problem with the school system.	###and the one thing that she ended up with -N408E3D \[ is , \+ was \] the old door , \[ that -N408E70 was , \+ that -N408E83 was \] on the front door of that house E_S ###SpeakerA207*t207 . ###Uh-huh . E_S ###SpeakerB208*t207 . ###SpeakerA209*t209 . ###Yes . E_S ###SpeakerB210*t210 . ###and she has that up in her attic E_S ###and I have sworn that it , E_S ###I 'm going -N409110 to find a house -NONE- -N40912B to put that door on -N409146 before she does . E_S ###SpeakerA211*t210 . ###SpeakerB212*t212 . ###So , as far as -NONE- looking toward the future , you know , that 's my plan . E_S ###I 'm going -N409320 to have -N40932F to move fast , I think , though , because , uh , you know , as a , E_S ###SpeakerA213*t212 . ###SpeakerA1*t1 . ###Do you have any particular thoughts about the school system . E_S ###SpeakerB2*t2 . ###Well , um , \[ I , \+ I \] think that \[ in , \+ in , \] uh , E_S ###recently with the , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
76508:96	they seem --n4002dd to be burdening the school system more and more with problems, any problems that a child might have --n400330, whether it's actually a school related thing or not	###SpeakerA207*t207 . ###Uh-huh . E_S ###SpeakerB208*t207 . ###SpeakerA209*t209 . ###Yes . E_S ###SpeakerB210*t210 . ###and she has that up in her attic E_S ###and I have sworn that it , E_S ###I 'm going -N409110 to find a house -NONE- -N40912B to put that door on -N409146 before she does . E_S ###SpeakerA211*t210 . ###SpeakerB212*t212 . ###So , as far as -NONE- looking toward the future , you know , that 's my plan . E_S ###I 'm going -N409320 to have -N40932F to move fast , I think , though , because , uh , you know , as a , E_S ###SpeakerA213*t212 . ###SpeakerA1*t1 . ###Do you have any particular thoughts about the school system . E_S ###SpeakerB2*t2 . ###Well , um , \[ I , \+ I \] think that \[ in , \+ in , \] uh , E_S ###recently with the , E_S ###I 'm not sure if it 's more a problem with American families or a problem with the school system . E_S 	yes	yes	no	no	no	no	no	yes	yes	S	no
76530:72	uh, and you can't expect in a classroom for a particular course an hour a day --n400f17 to counteract, uh, sixteen or seventeen years of influence at home.	###SpeakerA3*t2 . ###SpeakerA5*t5 . ###I \[ say \+ agree \] with you a hundred percent there . E_S ###SpeakerB6*t6 . ###Yeah , E_S ###\[ and , \+ and , \] well , it 's gotten -N4005A2 to a point where the schools are expected -N4005C9 to take care of everything -N4005E4 . E_S ###SpeakerA7*t7 . ###Yeah . E_S ###SpeakerB8*t8 . ###If , uh , you 've some kid \[ who -N40072C does n't have , \+ uh , who -N40074F 's \] from a broken family , the schools are supposed -N40077E to fill that void . E_S ###It 's gotten way beyond -NONE- \[ teaching , \+ uh , you know , teaching \] classes and maybe providing extracurricular sports activities or something like , oh , were kind of traditionally the school 's roles . E_S ###SpeakerA9*t8 . ###SpeakerA11*t11 . ###Yeah . E_S ###SpeakerB12*t11 . ###SpeakerA13*t13 . ###Yeah , E_S ###it 's interesting E_S ###because , uh , we 're just having conversation on this , uh , with a couple of people yesterday . E_S ###And I was expressing my frustrations that , uh , \[ some of the , \+ so many \] problems , I work in a high school , are that kids do n't have \[ a , \+ a \] degree of self-discipline which -N400CBB may be reflected -N400CCE in society at large . E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
76699:90	if we see a child that we have any reason, that --n4051d2's on drugs, such as if he's got a beeper or if they're, if they're flashing lots of money around. we've, there are certain things to do --n40526d.	###SpeakerB74*t74 . ###Right . E_S ###SpeakerA75*t75 . ###That 's , E_S ###and , you know , as a teacher \[ you , \+ you \] try -N404AB7 to \[ make , \+ be \] understanding that , you know , there are different ages , E_S ###kids are -NONE- , E_S ###is this a , E_S ###-NONE- got a kid that -N404CB6 just a question of maturity , E_S ###or is he a problem child . E_S ###SpeakerB76*t76 . ###Uh-huh . E_S ###SpeakerA77*t77 . ###But teachers are asked -N404DC6 to diagnose so much . E_S ###Um , \[ there , \+ \[ I mean , \+ I mean \] we 're , \] have -N404E81 to be , E_S ###we 're alerted -N404F91 E_S ###SpeakerB78*t78 . ###Right . E_S ###SpeakerA79*t79 . ###there 's all sorts of systems where suicide , uh , predisposition . E_S ###I mean , we 're alerted -N4050AD to what the moment -NONE- we see something -N4050D4 . E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
76731:61	and, so, i mean, you have --n405fe4 to find out whether there's a legitimate reason, or whether this is a warning signal.	###I mean , where , E_S ###what are the , E_S ###what could they possibly be thinking -N40591F . E_S ###I mean how . E_S ###SpeakerA85*t85 . ###It 's for drug use . E_S ###They ca n't imagine for anything else . E_S ###SpeakerB86*t86 . ###Yeah E_S ###SpeakerA87*t87 . ###Yeah . E_S ###You know , \[ it 's , \+ it 's \] amazing , E_S ###but uh , \[ you get all sorts , \+ you get \[ all , \+ all \] sorts \] of things , uh , in the schools , uh , uh , E_S ###and it 's , E_S ###and you know , as a teacher \[ you 're alert , \+ you 're alert \] for the kid who -N405D5D 's very drowsy . E_S ###You 're alert to the kid who -N405E86 suddenly has a , um , behavioral change , E_S ###and you refer them to the nurse . E_S ###SpeakerB88*t88 . ###Right . E_S ###SpeakerA89*t89 . 	yes	yes	no	no	no	no	no	no	yes	S	no
76810:84	and, uh, it --n407b5c's too bad that all this stuff is just being thrown --n407b8f into a data base, and that none of the ideas or thoughts are being used --n407bd6 at all.	###And I think -NONE- this is where the school system \[ at , \+ \] is suffering , and not through any fault of the effort of the school system -N407474 . E_S ###SpeakerB112*t112 . ###Right . E_S ###SpeakerA113*t113 . ###But gee it -N4075B3 was good -NONE- talking with you . E_S ###SpeakerB114*t114 . ###It -N407649 was good -NONE- talking to you too . E_S ###SpeakerA115*t115 . ###Yeah , E_S ###so there are people throughout the country that -N407716 feel the same ways that you do -N407739 , \[ and , \+ and \] are connected -N407758 with the schools . E_S ###SpeakerB116*t116 . ###Yeah . E_S ###SpeakerA117*t116 . ###SpeakerB118*t118 . ###Yeah , E_S ###I 've had interesting conversations on several subjects \[ not , \+ uh , not \] just this but \[ different , \+ the different \] things . E_S ###SpeakerA119*t119 . ###Uh-huh . E_S ###SpeakerB120*t120 . ###It -N407A14 's amazing how the , you know , people -NONE- you talk to -N407A4F have some interesting conversations -N407A66 E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
77037:37	i, i've only talked to one or two	###\[ I have n't , \+ I have n't \] talked to a Tina yet . E_S ###SpeakerB86*t86 . ###Yeah . E_S ###SpeakerA87*t86 . ###SpeakerB88*t88 . ###Uh-huh . E_S ###W- , E_S ###uh , \[ the , \+ the \] call was probably for her . E_S ###They would n't accept my , uh , T I N number , E_S ###so we put hers in . E_S ###But , uh , uh , like I said , we 're \[ getting , \+ getting \] the kids ready -N402AFE to go to the birthday party , E_S ###SpeakerA89*t89 . ###Yeah . E_S ###SpeakerB90*t90 . ###so . E_S ###SpeakerA91*t91 . ###Yeah . E_S ###SpeakerB92*t92 . ###But , uh , some of , E_S ###yeah , E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
77160:37	an awful lot of people know where it is --n404b89, or have been there.	###SpeakerA133*t133 . ###Enid is , uh , E_S ###it 's in the northwest . E_S ###It 's , uh , directly across the \[ straight , \+ uh , state \] from Tulsa . E_S ###Uh , E_S ###SpeakerB134*t134 . ###Um . I know -NONE- I 've seen , the sign somewhere . E_S ###SpeakerA135*t135 . ###Sure you have -NONE- . E_S ###SpeakerB136*t135 . ###SpeakerA137*t137 . ###Yes . E_S ###Well , Enid is , not , uh , an unknown little city . E_S ###SpeakerB138*t138 . ###Yeah . E_S ###SpeakerA139*t139 . ###It , uh E_S ###SpeakerB140*t140 . ###Right . E_S ###SpeakerA141*t141 . 	yes	yes	no	no	no	no	no	no	yes	S	no
77664:56	so our whole family, we take family trips to different places --n40193c to visit fish stores or go to fish shows,	###um . E_S ###SpeakerB19*t19 . ###Yeah , E_S ###I , E_S ###SpeakerA20*t20 . ###we live near Washington , E_S ###so \[ we , \+ we \] would always go in for the museums . E_S ###SpeakerB21*t21 . ###Sure . E_S ###SpeakerA22*t22 . ###That 's always a big , uh , thing . E_S ###And one of my children is , uh , also a musician E_S ###so , um , one of the things that we did -N401631 with him a lot was -NONE- to go , either my husband or I , or both of us would -NONE- , t- , concerts with him . E_S ###SpeakerB23*t23 . ###Uh-huh . E_S ###SpeakerA24*t24 . ###And my other child , um , uh , is \[ in , \+ big into \] tropical fish , E_S ###SpeakerB25*t25 . ###Uh . E_S ###SpeakerA26*t26 . 	yes	yes	no	no	no	no	no	no	yes	S	no
77801:170	and you want --n40461d to be avail-, at least i've wanted --n40464c to be available, when they, for some reason, they had, they were bouncing something off of me --n4046b7. because it was something that --n4046d6 was bothering them or they were concerned about --n4046fd,	###SpeakerB71*t71 . ###Even when I was there -N40410D , my boys did n't share all that much with me , E_S ###and certainly not to the extent -NONE- I did with my mother -N40420D . E_S ###SpeakerA72*t72 . ###Yeah , E_S ###yeah . E_S ###No , E_S ###\[ I , \+ I , \] \+ I \] realize that , E_S ###but it 's funny , E_S ###they do n't always do it , E_S ###but occasionally they do , E_S ###and you want , E_S ###SpeakerB73*t73 . ###Yeah . E_S ###Uh-huh . E_S ###SpeakerA74*t74 . ###and when they do -N4044ED , there 's a reason for it , that they 're sharing it -N404528 , E_S ###SpeakerB75*t75 . ###Uh-huh . E_S ###SpeakerA76*t76 . 	yes	yes	no	no	no	no	no	no	yes	S	no
